327.00,410.01,45.00,383.77,396.73,184.00,203.91,120.00,71.59,137.68,2.95
327.00,401.96,39.00,350.79,376.21,188.00,202.15,126.00,76.81,139.41,2.69
321.00,394.14,41.00,321.03,357.42,195.00,201.28,130.00,81.92,141.53,2.45
320.00,386.95,39.00,293.75,340.19,228.00,203.69,135.00,87.03,145.29,2.21
319.00,380.37,39.00,269.11,324.58,245.00,207.52,140.00,92.13,149.76,1.98
315.00,374.04,39.00,246.79,310.25,231.00,209.79,146.00,97.32,153.48,1.78
312.00,368.04,38.00,226.55,297.13,284.00,216.76,161.00,103.42,160.02,1.56
320.00,363.36,71.00,211.31,287.17,288.00,223.57,170.00,109.82,166.62,1.37
322.00,359.32,75.00,198.02,278.51,300.00,230.87,178.00,116.37,173.55,1.18
334.00,356.81,85.00,186.96,271.72,307.00,238.19,205.00,124.83,181.44,1.03
344.00,354.35,92.00,169.76,261.89,319.00,251.36,227.00,142.55,196.89,0.74
364.00,354.28,121.00,159.03,256.49,312.00,262.81,222.00,157.62,210.14,0.52
403.00,361.55,183.00,163.67,262.44,329.00,275.21,241.00,172.06,223.56,0.43
457.00,370.54,219.00,168.82,269.52,380.00,285.16,288.00,183.10,234.06,0.40
460.00,386.35,233.00,180.30,283.16,368.00,304.19,313.00,207.35,255.70,0.31
465.00,399.24,267.00,192.28,295.59,438.00,321.41,361.00,230.50,275.88,0.22
500.00,415.56,354.00,214.76,314.99,408.00,338.42,332.00,250.90,294.58,0.23
487.00,422.50,338.00,226.65,324.40,415.00,345.84,319.00,257.59,301.64,0.25
481.00,428.18,297.00,233.56,330.70,373.00,348.63,300.00,261.81,305.14,0.28
508.00,442.63,367.00,257.66,349.97,396.00,354.51,302.00,269.21,311.78,0.43
542.00,458.18,417.00,282.61,370.22,444.00,370.40,329.00,278.23,324.23,0.51
504.00,468.23,347.00,298.18,383.03,417.00,379.76,318.00,284.37,331.98,0.58
483.00,469.78,327.00,301.14,385.29,424.00,384.05,305.00,286.42,335.15,0.57
521.00,474.65,344.00,305.30,389.80,451.00,390.44,318.00,289.44,339.86,0.56
528.00,483.29,352.00,311.74,397.34,471.00,407.05,345.00,299.80,353.34,0.49
478.00,482.11,306.00,310.45,396.10,433.00,409.87,312.00,302.54,356.12,0.44
505.00,486.42,345.00,317.54,401.80,448.00,419.44,355.00,313.51,366.39,0.40
472.00,485.14,306.00,316.55,400.67,408.00,418.50,347.00,316.77,367.55,0.38
499.00,486.42,300.00,315.03,400.55,408.00,417.56,339.00,318.97,368.18,0.36
467.00,485.48,265.00,310.18,397.65,320.00,404.20,284.00,314.81,359.42,0.43
460.00,482.95,214.00,295.48,389.04,277.00,383.37,259.00,306.12,344.66,0.50
408.00,469.95,150.00,270.45,370.02,204.00,352.56,203.00,288.57,320.48,0.56
406.00,463.82,135.00,257.46,360.46,187.00,336.67,191.00,279.22,307.86,0.59
380.00,455.82,103.00,242.66,349.06,152.00,318.96,159.00,267.74,293.26,0.63
372.00,441.07,90.00,215.27,327.99,135.00,286.08,143.00,245.94,265.92,0.71
353.00,425.11,63.00,187.94,306.35,100.00,252.99,115.00,222.91,237.86,0.77
357.00,412.46,57.00,164.53,288.32,89.00,223.69,105.00,202.11,212.81,0.85
345.00,405.96,51.00,153.55,279.58,76.00,209.43,93.00,191.59,200.42,0.90
379.00,403.22,63.00,144.73,273.80,87.00,197.54,104.00,183.08,190.22,0.95
365.00,396.42,48.00,127.44,261.75,72.00,174.77,89.00,166.20,170.40,1.04
348.00,387.92,39.00,111.69,249.63,63.00,154.54,78.00,150.42,152.39,1.10
342.00,379.67,39.00,97.94,238.62,62.00,137.04,72.00,136.25,136.55,1.16
340.00,375.84,33.00,91.66,233.57,56.00,129.19,70.00,129.84,129.43,1.18
337.00,368.95,38.00,81.30,224.95,50.00,114.52,65.00,117.73,116.03,1.23
341.00,363.86,38.00,73.03,218.27,50.00,102.44,63.00,107.37,104.82,1.29
335.00,358.47,34.00,66.27,212.19,52.00,93.63,61.00,98.82,96.13,1.32
327.00,353.05,34.00,60.40,206.55,48.00,85.31,57.00,91.37,88.25,1.34
329.00,350.72,33.00,57.75,204.05,44.00,81.32,56.00,87.95,84.54,1.36
327.00,346.35,36.00,53.98,199.98,41.00,73.98,56.00,82.05,77.93,1.39
327.00,343.21,37.00,50.84,196.84,47.00,68.98,56.00,77.24,73.02,1.40
335.00,340.62,40.00,48.04,194.15,48.00,64.74,56.00,72.97,68.77,1.42
331.00,339.69,42.00,47.44,193.38,50.00,63.30,56.00,71.32,67.22,1.44
324.00,338.19,35.00,46.25,192.04,44.00,61.44,51.00,69.37,65.31,1.44
319.00,335.64,41.00,45.08,190.18,43.00,58.05,50.00,65.89,61.88,1.46
336.00,334.34,45.00,44.43,189.21,47.00,55.30,55.00,63.25,59.19,1.48
327.00,334.04,39.00,44.22,188.95,40.00,53.27,49.00,60.90,56.99,1.49
327.00,333.36,39.00,43.73,188.36,41.00,52.09,48.00,59.65,55.78,1.50
319.00,332.01,41.00,43.46,187.55,56.00,52.41,49.00,58.62,55.43,1.50
335.00,332.24,42.00,43.01,187.45,53.00,52.85,51.00,57.46,55.06,1.50
319.00,329.78,34.00,41.82,185.62,44.00,51.52,48.00,55.82,53.58,1.50
334.00,329.20,43.00,41.66,185.25,49.00,50.70,55.00,55.29,52.90,1.50
327.00,328.99,37.00,41.22,184.92,45.00,50.16,47.00,54.51,52.24,1.50
318.00,327.95,36.00,40.72,184.16,44.00,49.57,46.00,53.69,51.54,1.50
316.00,325.95,35.00,39.85,182.72,42.00,48.44,44.00,52.01,50.14,1.50
315.00,323.77,33.00,38.77,181.09,39.00,46.98,42.00,50.35,48.57,1.50
