243.00,230.15,244.00,232.84,231.49,128.00,119.47,126.00,117.51,118.49,0.61,8256.00
231.00,229.96,229.00,232.37,231.16,115.00,119.02,113.00,117.06,118.04,0.61,8240.00
248.00,230.82,249.00,233.14,231.97,133.00,119.78,120.00,117.10,118.44,0.61,8252.00
233.00,230.51,231.00,232.38,231.44,116.00,119.00,113.00,116.22,117.61,0.61,8264.00
237.00,230.25,235.00,231.90,231.07,118.00,118.38,115.00,115.58,116.98,0.62,8272.00
243.00,230.55,245.00,232.13,231.34,131.00,118.70,128.00,115.88,117.29,0.62,8256.00
229.00,230.22,230.00,231.76,230.99,116.00,118.37,112.00,115.47,116.92,0.62,8260.00
234.00,230.22,237.00,231.85,231.03,118.00,118.19,116.00,115.36,116.78,0.62,8264.00
229.00,229.52,230.00,231.07,230.29,115.00,117.48,113.00,114.70,116.09,0.62,8284.00
231.00,229.03,231.00,230.50,229.76,115.00,116.93,113.00,114.13,115.53,0.62,8276.00
233.00,228.65,235.00,230.30,229.47,119.00,116.64,114.00,113.70,115.17,0.62,8276.00
229.00,228.44,228.00,229.93,229.18,115.00,116.38,112.00,113.43,114.91,0.62,8316.00
230.00,228.31,230.00,229.70,229.00,116.00,116.20,113.00,113.25,114.73,0.62,8284.00
231.00,228.12,231.00,229.35,228.73,116.00,115.82,112.00,112.80,114.31,0.62,8276.00
231.00,227.79,231.00,229.04,228.41,116.00,115.48,112.00,112.41,113.95,0.62,8268.00
230.00,227.55,231.00,228.83,228.18,115.00,115.07,113.00,112.14,113.60,0.62,8276.00
229.00,227.41,230.00,228.67,228.03,116.00,114.98,112.00,111.98,113.48,0.62,8280.00
248.00,228.23,249.00,229.57,228.90,132.00,115.80,130.00,112.94,114.37,0.62,8712.00
240.00,228.53,240.00,229.77,229.15,128.00,116.39,126.00,113.65,115.02,0.62,8300.00
229.00,228.25,228.00,229.06,228.65,116.00,116.05,113.00,113.35,114.70,0.61,8288.00
230.00,228.01,229.00,228.72,228.36,115.00,115.62,112.00,112.95,114.29,0.62,8288.00
228.00,227.78,228.00,228.45,228.11,116.00,115.50,112.00,112.74,114.12,0.61,8296.00
